episode_number,episode_title,episode_duration,episode_synopsis,original_airdate,american_airdate,url,season_id,series_id
43,Goku vs. Frieza! The Super Showdown Begins!,30,"Goku jumps into battle against Frieza, and quickly proves to be more of a challenge than Frieza thought. The two exchange powerful blows and discover their levels of strength are nearly equal. As Goku and Frieza attempt to one-up each other, Gohan, Krillin, and Piccolo back away to watch the battle from a safe distance, while Yamcha, Tien, and Chiaotzu watch from King Kai's planet in the Other World. At one point during the battle, Goku is able to take advantage of Frieza's inability to sense another's ki, but Frieza counters this by trapping Goku in an exploding ball of energy that nearly kills him. However, Piccolo states that even after all this, neither Goku nor Frieza is fighting at full power just yet.",7-Feb-10,10-Nov-10,https://drive.google.com/file/d/1veuS2NzDA4CM_eJ6U-6cVivixlFIlLlf/preview,41,3
44,"A Boundary-Pushing Brawl! Goku, Frieza, and Ginyu Again?",30,"Goku and Frieza's battle continues, with the two pretty evenly exchanging blows. However Goku is in for a shock when he discovers the tyrant has only been using a small amount of his total power. Frieza then boosts his power up to 50%, and Goku is quickly overwhelmed, even with the use of the 10-times Kaio-ken. Meanwhile, Bulma meets the frog Ginyu, and Ginyu steals her body, leaving Bulma in the frog form. Ginyu heads for the battlefield; Bulma has managed to accompany him and both soon arrive at the battlefield where Goku and Frieza are continuing to duke it out - with Goku quickly outclassed by the powered-up tyrant. ",14-Feb-10,11-Nov-10,https://drive.google.com/file/d/1zaTviW1fGgLdEqsz1coHXdLtDZkin-IO/preview,41,3
45,Kaio-Ken Times Twenty! An All-Or-Nothing Kamehame-Ha!,30,"Ginyu tries to steal Piccolo's body, but is foiled by Gohan who throws the frog body containing Bulma's personality back in the way, putting Bulma back in her own body and once again trapping Ginyu in the frog body. Meanwhile, Goku continues to be thrashed by Frieza. However, he sees a vision of how Frieza could destroy everyone he loves - and as a result, he uses the 20-times Kaio-ken alongside a massive Kamehameha against Frieza. However, even this is not enough to defeat the tyrant, and the use of the 20-times Kaio-ken severely weakens Goku. He then has another vision, this time of Vegeta and other Saiyans of the past, reminding him that should he fail, Frieza will finally succeed in exterminating the entire Saiyan race. Motivated once again, Goku stands his ground as Frieza lunges at him. ",21-Feb-10,17-Nov-10,https://drive.google.com/file/d/1BICBmm8VAu5SH1CHepv_0V28wHTBPpTx/preview,41,3
46,The Final Trump Card! Goku's Ultimate Spirit Bomb!,30,"Despite his renewed confidence, Goku realizes he still has no chance of victory using direct physical attacks against Frieza, who is still using only 50% of his full power. At this point, Goku decides to use his ultimate technique - the Spirit Bomb. With so little ki from living things left to absorb on Namek, Goku absorbs ki from neighboring worlds as well. Creating a Spirit Bomb of this size takes extensive time and concentration, and Frieza continues to pummel him. Piccolo decides to intervene, taking what energy Gohan and Krillin have left and attacking Frieza to draw attention away from Goku and the Spirit Bomb he is creating. Before Frieza can obliterate Goku with a beam to the forehead, Piccolo stops him with a full-force kick to the head. The now-distracted Frieza goes after Piccolo, whose attacks do nothing to faze him. The Namekian is quickly floored by Frieza as Goku continues charging the Spirit Bomb",28-Feb-10,18-Nov-10,https://drive.google.com/file/d/1vnk_AfsRai0ISZqlHKrL30GYKA8Ib3bG/preview,41,3
47,"Awaken, Legendary Warrior! Goku the Super Saiyan!",30,"Goku completes the Spirit Bomb and hurls it down upon Frieza. The tyrant manages to catch it, but is unable to stop it from exploding on him. The Z Fighters celebrate their apparent victory and start making plans to return to Earth. However, Frieza reappears and, though badly damaged from the Spirit Bomb, he is still powerful enough to take them all out. Frieza fires his Death Beam straight at Goku, but Piccolo jumps in the way and takes the beam to the chest, which knocks him unconscious. Frieza next sets his sights on Krillin and causes Krillin's body to explode from the inside, killing him. Enraged by these sacrifices, Goku undergoes a radical transformation in which his eyes turn from black to green, his black hair turns blonde, and his body is surrounded in an aura of golden light. With his powers now greatly enhanced, Goku orders Gohan to take Piccolo to his spaceship, find Bulma, and leave Namek, while he handles Frieza. ",7-Mar-10,27-Nov-10,https://drive.google.com/file/d/1vnk_AfsRai0ISZqlHKrL30GYKA8Ib3bG/preview,41,3
48,The Angry Super Saiyan! Goku Throws Down the Gauntlet!,30,"The transformed Goku renews his battle with Frieza and proves to now be far superior to Frieza's power. Frieza launches several counter-attacks at Goku, but they have no effect at all. As the tyrant stares in awe at his more-powerful opponent, he realizes that his worst nightmare has come true - a legendary Super Saiyan, which Frieza had long secretly feared, has finally been born. In a desperate attempt to defeat Goku, Frieza hurls an attack down upon Namek itself, in an effort to destroy the planet and everyone on it. ",14-Mar-10,27-Nov-10,https://drive.google.com/file/d/1YHuP1JVv-qjuCn8nYG2N4Nv-dEW3Nv7N/preview,41,3
49,"Avenge the Fallen, Goku! Countdown to the Planet's Destruction!",30,"Frieza's attack on Namek detonates the planet's core, and he says that Namek will explode in five minutes. Super Saiyan Goku is confident that he can defeat Frieza within that time, however, Frieza then decides to power up to 100% of his full power. Much to King Kai's amazement, Goku allows Frieza to reach his full power rather than attacking while Frieza powers up, wishing to defeat the tyrant at his best. ",21-Mar-10,16-Dec-10,https://drive.google.com/file/d/1rdNOT1ge-IQaYFelG9IU09UBSFpmHqi0/preview,41,3
50,"Full Power Frieza! Shenron, Grant Our Wish!",30,"As the epic battle between Goku and Frieza rages on the dying Planet Namek, King Kai is informed by Kami on Earth that Mr. Popo has gathered all seven of Earth's Dragon Balls. Upon learning of the Earth's Dragon Balls' ability to resurrect multiple people despite being limited to one wish per use, King Kai asks that they be used to bring back to life all those on Namek who were killed by Frieza and his minions, thus also bringing back the Grand Elder, as well as the Namekian Dragon Balls, which still have one more wish to be used. King Kai plans to use this final wish to teleport everyone on Namek to Earth except for Frieza, leaving the tyrant to be the only one present when Namek explodes. Mr. Popo then summons Shenron and fulfills King Kai's first wish.",28-Mar-10,16-Dec-10,https://drive.google.com/file/d/16w4S27jmCjx-OvJopJHBZsVey9VzyLzv/preview,41,3
51,Goku's Furious Roar! A Last-Minute Wish!,30,"Shenron succeeds in resurrecting everyone killed by Frieza and his henchmen on Namek (minus Krillin), and the Grand Elder and the Namekian Dragon Balls are also brought back. King Kai immediately contacts the Elder and quickly informs him of the situation. The Elder then sends Dende to Porunga in order to use the final wish to teleport everyone on Namek to Earth, except for Frieza. However, Goku requests that he remain on Namek as well, so he can finish Frieza once and for all. Porunga fulfills this wish and teleports everyone to Earth except Goku and Frieza. The two combatants then prepare themselves for the final round before Namek's explosion. ",4-Apr-10,5-Feb-11,https://drive.google.com/file/d/1zfVRopP6QiI3YQtk4oB-r42kUbFCDW43/preview,41,3
52,Duel on a Vanishing Planet! The Final Showdown!,30,"As the battle continues, it seems neither warrior is going to win before Namek's explosion. However, Goku soon notices that Frieza's power is quickly decreasing, due to his 100% full power taking its toll on his body. Satisfied that he has won, Goku decides to call it quits and begins to depart towards his spaceship. Unable to accept this, Frieza launches a pair of heat-seeking ki disks at Goku. The Super Saiyan manages to avoid this, however, and eventually Frieza is sliced in half by his own attack.",11-Apr-10,9-Feb-11,https://drive.google.com/file/d/1Nv-JLE6SiIMlJ_Sjgc0swrrFJaOCw9E0/preview,41,3
53,Goku's Final Attack! Countdown to Planet Namek's Destruction!,30,"On Earth, the Grand Elder dies again, but before his death, he gives his power to Moori, one of his eldest sons, making him the new Grand Elder, and thereby preserving the power of the Namekian Dragon Balls. Meanwhile, on Namek, the dying Frieza begs for mercy from Goku. Despite his better judgement, Goku cannot ignore Frieza's pleas for help and gives the tyrant some of his own ki before departing. However, Frieza lets his pride get the better of him and unleashes one final ki blast at Goku, but the Super Saiyan easily repels the blast right back at the tyrant and seemingly destroys Frieza in the process. Goku then attempts to escape in Frieza's spaceship, but is unable to make it take off. Namek finally explodes and it appears that Goku perishes along with the planet. ",18-Apr-10,10-Feb-11,https://drive.google.com/file/d/1P_9YOQkKf77tcQQOEm0EypoI5YHFLSRO/preview,42,3
54,"Goku Vanishes Into Space! Welcome Home, Super Warriors!",30,"Following Namek's destruction, King Kai informs Bulma and the others on Earth of Goku's apparent death, and that even though the Namekian Dragon Balls can resurrect Goku and Krillin, they will be brought back to where Namek used to be and die again in the vacuum of space. However, Vegeta comes up with the idea of using the Dragon Balls to first bring Goku and Krillin's souls to the Earth's check-in station in the Other World, from where they can be resurrected on Earth. 130 days after their use on Namek, the Namekian Dragon Balls become re-active, and the first two wishes are used to successfully revive Krillin; it is revealed that Goku is actually still alive and that he will return to Earth on his own later. Yamcha is then brought back to life with the third wish. Another 130 days later, the Namekian Dragon Balls are used to revive both Tien and Chiaotzu, and are then used to teleport all of the native Namekians to a new planet. The Z Fighters then return to their peaceful lives, waiting patiently for Goku to return. ",25-Apr-10,16-Feb-11,https://drive.google.com/file/d/1qYRMCJ77cdPcr787swyTXuXidAP3dHdi/preview,42,3
55,"There Is Planet Earth, Father! Frieza and King Cold Strike Back!",30,"A year has passed and still Goku has not returned to Earth. However, it is revealed that Frieza managed to survive his battle with the Super Saiyan, has been rebuilt into a cyborg by his father King Cold, and is heading towards Earth, intending to exact revenge on Goku. The rest of the Z Fighters gather to defend the Earth from Frieza, despite knowing the odds are against them. However, as soon as Frieza, King Cold, and their army of soldiers arrive on Earth, they are met by a mysterious teenager wielding a sword, who says that he has come to kill them. ",2-May-10,17-Feb-11,https://drive.google.com/file/d/1I-eZ5q60k8hPUrnOj4l-drvJIstmYOGH/preview,42,3
56,I Will Defeat Frieza! Another Super Saiyan!,30,"The mysterious teenager easily takes out Frieza's soldiers, then surprises Frieza by transforming into a Super Saiyan. The evil tyrant attempts to destroy this second Super Saiyan, but is unsuccessful. Eventually, the teenager slices Frieza into pieces with his sword, before blasting him away. King Cold tries to defeat the Super Saiyan himself, but the teenager easily kills him and destroys his ship. After reverting to his normal state, the teenager spots the Z Fighters and says that Goku will be arriving nearby soon. Despite their skepticism, the Z Fighters agree to join him in awaiting Goku's arrival. ",9-May-10,23-Feb-11,https://drive.google.com/file/d/1epKTG-0IZw9S3hD2PbdL_amAN-Pc2ydT/preview,42,3
